LinReg:ID,chromosome,MAPINFO,p-values,q-values,intercept,V1,V2,beta,statistic,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island
cg23488180,7,35740770,0.007739842,0.999998927116394,1.039552,0.005828374,-0.72311187,-1.9842714,-3.1924777,nan,nan
cg05683683,1,182807574,0.007746312,0.999998927116394,-12.220072,0.013879069,0.5965309,13.570596,3.1920276,DHX9,N_Shore
cg23606286,1,145470592,0.0077557475,0.999998927116394,-1.0224963,0.040742762,0.9745638,-12.795205,-3.1913717,ANKRD34A;POLR3GL,Island
cg13195296,1,67406896,0.0077792187,0.999998927116394,1.6298833,-0.0034679999,0.9998559,-2.6745882,-3.1897435,MIER1,nan
cg21322417,16,53291028,0.0077883345,0.999998927116394,1.3347306,0.004194378,0.17312165,-2.021776,-3.1891127,CHD9,nan
cg19061145,6,64286223,0.007791833,0.999998927116394,9.32724,-0.061843254,-1.0669564,-5.786287,-3.1888707,PTP4A1,S_Shelf
cg03278108,9,127117813,0.007796606,0.999998927116394,-13.890945,-0.0015358351,0.47554556,15.760463,3.1885407,LOC100129034;PSMB7,nan
cg10817639,14,32256743,0.0077991085,0.999998927116394,-2.501673,0.0645484,0.93420845,-2.8826475,-3.1883678,NUBPL,nan
cg03496525,9,130941500,0.007808613,0.999998927116394,19.223076,-0.039525937,-1.186235,-17.813465,-3.1877117,CIZ1,nan
cg20934667,1,176102801,0.0078107165,0.999998927116394,7.0345373,-0.07260401,-1.1510345,-2.4792273,-3.1875665,RFWD2,nan
cg03185871,19,1886677,0.007819203,0.999998927116394,-26.080647,0.08861122,2.279173,23.187336,3.1869817,ABHD17A,S_Shore
cg27423071,2,11380416,0.007823003,0.999998927116394,0.9486347,0.015031099,-1.1008908,-2.712503,-3.1867197,ROCK2,nan
cg27075679,1,63186797,0.00782524,0.999998927116394,15.545279,-0.039546482,-11.671529,-13.776688,-3.1865659,nan,nan
cg00100397,1,117638187,0.007866039,0.999998927116394,6.1308045,-0.068945944,0.78435594,-3.7739336,-3.1837642,TTF2,nan
cg18566095,11,63982675,0.007873533,0.999998927116394,1.6044477,-0.011003624,2.920263,-5.0963964,-3.1832511,FERMT3,nan
cg25846457,8,119800552,0.00789047,0.999998927116394,3.318648,-0.00644868,0.1127751,-4.717903,-3.1820936,nan,nan
cg06151282,11,17137884,0.007900815,0.999998927116394,5.183971,-0.049351137,-1.0492461,-2.7622256,-3.181388,PIK3C2A,nan
cg18727641,2,32727746,0.0079032695,0.999998927116394,8.662981,0.03069823,0.42667603,-11.1954155,-3.1812205,BIRC6,nan
cg17319142,2,119916581,0.0079054935,0.999998927116394,-0.85070395,0.0071805893,0.21764958,10.22052,3.181069,C1QL2,Island
cg20703392,2,201633928,0.00790771,0.999998927116394,-6.5460415,0.004090108,0.07372546,8.292206,3.180918,AOX2P,nan
cg10358342,7,144107626,0.00795385,0.999998927116394,-0.7523229,-0.0030284952,0.7398583,10.480551,3.177784,NOBOX,nan
cg03676074,X,41110227,0.007955911,0.999998927116394,3.7256753,-0.021094788,-0.82578653,-2.1780918,-3.1776445,nan,N_Shelf
cg23706743,3,46773038,0.007957691,0.999998927116394,9.587438,-0.084819905,-0.68934435,-5.304774,-3.1775239,PRSS46,nan
cg21461649,7,117119938,0.007960183,0.999998927116394,2.9219258,-0.01087846,0.16058478,-18.179605,-3.1773553,CFTR,nan
cg02132191,12,123648514,0.007963127,0.999998927116394,-10.600404,-0.027933221,-0.8231101,15.393325,3.177156,MPHOSPH9,nan
cg15504958,11,108908742,0.00797965,0.999998927116394,5.8705816,-0.04205445,0.4532952,-4.63742,-3.1760395,nan,nan
cg00705816,2,63262351,0.007982437,0.999998927116394,3.0629,0.024603598,-3.486984,-5.158328,-3.1758513,EHBP1,nan
cg17622117,10,27481487,0.00799131,0.999998927116394,4.998228,-0.056840014,-1.0560588,-4.057649,-3.175253,nan,nan
cg05118976,14,55361901,0.008027221,0.999998927116394,-6.886739,0.12712021,1.9856155,-2.3533084,-3.1728377,GCH1,nan
cg23398131,12,112741167,0.008028925,0.999998927116394,7.8018847,-0.09953107,-1.7668626,-7.381572,-3.1727233,HECTD4,nan
cg10022331,12,109216828,0.008056819,0.999998927116394,4.848721,-0.021336135,-1.6984447,-3.7100778,-3.1708553,SSH1,nan
cg06029567,3,49315408,0.0080585,0.999998927116394,-16.561531,0.029730612,1.0022976,17.152424,3.170743,USP4;C3orf62,S_Shore
cg16659899,1,94725224,0.008079504,0.999998927116394,5.141991,-0.041358303,-0.43462545,-2.7937121,-3.1693408,nan,nan
cg04222084,1,221915650,0.008088079,0.999998927116394,1.8301227,-0.041760486,-0.60071415,8.581434,3.1687696,DUSP10,Island
cg13009981,13,30939971,0.008098694,0.999998927116394,2.102491,-0.005186647,-0.89659196,-2.1360724,-3.1680632,LINC00426,nan
cg14072060,17,42947508,0.008101303,0.999998927116394,3.866278,0.014976738,0.60619193,-5.340652,-3.1678896,EFTUD2,nan
cg03954918,16,12278468,0.008105708,0.999998927116394,-14.509426,0.03342139,0.8399233,14.664541,3.1675968,SNX29,nan
cg22168402,3,5055089,0.008111693,0.999998927116394,4.9062557,-0.033530343,-1.4800706,-3.3495572,-3.1671994,nan,nan
cg00085819,22,43345443,0.008129466,0.999998927116394,1.3353329,0.0058539817,-0.29089943,-8.182748,-3.1660204,PACSIN2,nan
cg05232055,5,108555326,0.008169946,0.999998927116394,-6.943179,-0.036224123,-0.50219584,12.579816,3.1633453,nan,nan
cg07931756,6,83605015,0.008174679,0.999998927116394,-15.192476,0.06439749,0.79201883,13.664922,3.1630332,UBE3D,nan
cg24782981,17,40897723,0.00817468,0.999998927116394,-10.144435,0.056800812,1.4950845,10.773905,3.1630332,EZH1,S_Shore
cg24443673,2,44777044,0.008192516,0.999998927116394,9.360309,-0.0886353,-0.7986555,-4.3786964,-3.1618595,CAMKMT;MIR548AD,nan
cg02845658,13,47188869,0.008195182,0.999998927116394,0.32453433,0.015097623,0.6357718,-1.6150907,-3.1616843,LRCH1,nan
cg23307622,4,56039077,0.008207016,0.999998927116394,1.3813485,0.025480973,-1.9738646,-3.4002228,-3.160907,nan,nan
cg20277851,13,103526237,0.008217446,0.999998927116394,4.1873903,-0.012313395,-2.7646103,-4.4648123,-3.160223,BIVM-ERCC5;ERCC5,nan
cg02168806,16,54094637,0.008228644,0.999998927116394,7.2322383,0.008687983,0.20699728,-8.686371,-3.1594896,FTO,nan
cg07772537,12,51464515,0.008240308,0.999998927116394,-22.991552,0.10009038,1.9352837,18.547243,3.158727,CSRNP2,nan
cg25134641,5,57430019,0.008241058,0.999998927116394,0.47960958,0.0014385044,0.7235092,-2.1839786,-3.1586778,nan,nan
cg07788038,12,96728577,0.0082414495,0.999998927116394,-3.0982988,0.093608044,-0.4606146,-3.9651842,-3.1586523,CDK17,nan
cg14695920,9,94997513,0.008247387,0.999998927116394,11.792736,-0.035436045,-0.7170306,-10.670188,-3.1582644,IARS,nan
cg21424611,16,3635734,0.008252425,0.999998927116394,4.108095,-0.021890618,-0.41552824,-2.9536457,-3.1579354,SLX4,N_Shelf
cg20268913,11,121921001,0.008254229,0.999998927116394,4.7496343,-0.020784484,-1.0148857,-3.34792,-3.1578178,nan,nan
cg08543630,13,80792236,0.008255698,0.999998927116394,0.3782835,0.024882065,-1.0190333,-2.398232,-3.157722,nan,nan
cg18236545,12,90501477,0.008257448,0.999998927116394,8.876812,-0.014764021,-0.18205225,-8.867628,-3.1576078,nan,nan
cg16500279,11,5652863,0.008286684,0.999998927116394,6.117708,-0.054376017,-0.3291159,-3.1950333,-3.1557045,TRIM6-TRIM34;TRIM34,nan
cg14531665,9,91058614,0.008291564,0.999998927116394,6.2109027,-0.022032574,0.0405403,-5.8609896,-3.1553874,SPIN1,nan
cg05007022,14,75330462,0.008300137,0.999998927116394,-5.963436,-0.045963462,-0.86673987,12.48789,3.154831,PROX2,nan
cg19697232,5,16854566,0.008300304,0.999998927116394,3.7758958,-0.038948033,-0.39168617,-1.4802343,-3.15482,MYO10,nan
cg06376233,6,33595160,0.0083159255,0.999998927116394,4.677644,3.734935e-05,-0.11176613,-5.3742976,-3.1538074,ITPR3,nan
cg24778004,2,121461039,0.008318196,0.999998927116394,7.7264323,-0.090612285,-2.4025912,-5.171761,-3.1536603,nan,nan
cg20596773,12,68592548,0.008330883,0.999998927116394,-16.453045,0.08847908,0.94017607,14.222879,3.1528397,nan,nan
cg13284299,4,48545948,0.00833339,0.999998927116394,4.083062,-0.044031538,-0.88853294,-1.7984146,-3.1526778,FRYL,nan
cg05352995,8,48236231,0.008360641,0.999998927116394,10.174708,-0.11286334,-0.605082,-4.27008,-3.1509194,SPIDR,nan
cg03083853,8,18060163,0.008365577,0.999998927116394,-6.6598945,0.009426693,0.11012266,11.169211,3.1506016,NAT1,nan
cg19528371,22,30478767,0.008366155,0.999998927116394,-6.7727404,-0.0088640945,0.3477628,9.180257,3.1505644,HORMAD2,S_Shelf
cg10340622,8,133877958,0.008374264,0.999998927116394,-1.8627895,-0.10328981,-1.2892454,10.539555,3.1500428,TG,nan
cg04170952,17,33957779,0.008391384,0.999998927116394,1.0494542,0.009467865,-0.4669802,-11.835274,-3.148943,AP2B1,nan
cg17261919,15,64580930,0.00839339,0.999998927116394,1.7733371,0.032876886,0.21300545,-4.1031346,-3.1488142,CSNK1G1,nan
cg01188722,6,170475198,0.008404414,0.999998927116394,-12.756196,0.029879348,0.9714594,13.266671,3.1481075,nan,Island
cg06542631,12,88446384,0.0084158555,0.999998927116394,3.8521318,0.0071449964,0.061422907,-4.7596846,-3.1473749,CEP290,nan
cg22996577,3,113220647,0.008416173,0.999998927116394,3.8962176,-0.01822876,-0.48775858,-3.202185,-3.1473546,SPICE1,nan
cg07787534,1,217778977,0.008418396,0.999998927116394,2.387212,0.00035343497,-1.3887879,-2.450957,-3.1472125,GPATCH2,nan
cg13603859,5,145827007,0.008429878,0.999998927116394,-1.2835193,0.009120177,0.28407338,11.879863,3.1464784,TCERG1,Island
cg09892947,1,68092323,0.008434932,0.999998927116394,1.3853128,2.0042233e-05,-0.7701856,-1.902635,-3.1461558,nan,nan
cg07657771,10,115611435,0.008442417,0.999998927116394,-5.7401843,0.14275806,0.25967464,-4.775355,-3.145678,DCLRE1A,N_Shelf
cg21272956,1,84622022,0.008447037,0.999998927116394,1.3339119,-0.0001349583,-0.74115634,-3.3503318,-3.1453836,PRKACB,nan
cg01565584,6,11180077,0.008449767,0.999998927116394,3.0304086,-0.02870992,-0.25021842,-1.7211478,-3.1452096,nan,nan
cg01885741,18,7945819,0.00845987,0.999998927116394,7.544724,-0.053566933,0.11019848,-5.211663,-3.144566,PTPRM,nan
cg02520934,19,1921942,0.008462228,0.999998927116394,-14.795009,0.010812687,1.0721545,17.074888,3.144416,SCAMP4,S_Shore
cg22154449,18,56930452,0.0084713455,0.999998927116394,-4.94319,-0.024638942,0.025541121,9.408759,3.1438363,nan,N_Shore
cg08519923,11,28724011,0.008483586,0.999998927116394,8.9131,-0.10818981,-3.0159988,-3.0949974,-3.1430588,nan,nan
cg22038796,18,43651686,0.008484745,0.999998927116394,3.1347244,-0.024794485,-0.4184935,-16.555866,-3.142985,PSTPIP2,N_Shore
cg15964920,13,24753435,0.008502271,0.999998927116394,-1.2655687,0.041817773,0.782361,-2.017929,-3.141874,SPATA13,nan
cg00500729,21,46708178,0.008517321,0.999998927116394,-0.08578049,0.040909566,1.0123771,-15.068477,-3.1409218,LOC642852;POFUT2,Island
cg15532012,9,87466740,0.008517596,0.999998927116394,2.181322,0.008814745,0.28694662,-3.1859355,-3.1409044,NTRK2,nan
cg12036257,8,17828978,0.00852901,0.999998927116394,-15.416386,0.04545294,0.96660453,15.204361,3.1401832,PCM1,nan
cg05920270,13,74383975,0.0085397065,0.999998927116394,-2.133124,0.048017874,1.1103317,-1.8119036,-3.1395085,KLF12,nan
cg09331533,17,61360057,0.00855581,0.999998927116394,-12.566905,0.02249811,0.77126086,12.714575,3.138494,TANC2,nan
cg18594810,1,59369104,0.008561919,0.999998927116394,-8.190188,0.1613226,2.0694838,-25.890903,-3.1381097,nan,N_Shore
cg03503288,13,20660277,0.008564271,0.999998927116394,1.9887482,0.0104514705,0.6845069,-3.0250175,-3.1379619,ZMYM2,nan
cg04107958,12,31454034,0.008566903,0.999998927116394,-13.301496,0.03604499,0.8234173,12.915949,3.1377964,FAM60A,nan
cg21316899,7,38920705,0.008582986,0.999998927116394,13.963577,-0.06517723,-0.91066957,-10.203536,-3.1367865,VPS41,nan
cg12028673,3,153547306,0.008615655,0.999998927116394,5.253359,-0.03777154,-1.7772248,-3.2028852,-3.134741,nan,nan
cg06320972,1,20216924,0.008632475,0.999998927116394,-13.005735,0.05653058,1.0559962,10.776877,3.133691,OTUD3,nan
cg14246316,19,40824764,0.00865648,0.999998927116394,19.124878,-0.014350152,-0.64488417,-19.400187,-3.132196,nan,nan
cg21370976,9,123980200,0.008659086,0.999998927116394,1.2081022,0.037170235,0.61675346,-3.7733526,-3.1320338,nan,nan
cg27021765,1,208117992,0.0086723585,0.999998927116394,-0.28412926,0.026761923,-0.13289239,-2.041883,-3.1312091,nan,nan
cg05009605,2,48434367,0.008673724,0.999998927116394,2.425317,0.016192388,0.27855065,-3.7680812,-3.1311245,nan,nan
cg14215088,9,70402998,0.008674,0.999998927116394,-11.348737,0.0533507,0.82108086,18.109364,3.1311073,nan,Island
cg08776913,2,187451704,0.008680225,0.999998927116394,5.205794,0.0074516945,0.2785948,-6.637945,-3.130721,nan,N_Shelf
cg18537988,5,97176653,0.008685884,0.999998927116394,5.370221,-0.037842374,-2.8419945,-3.689547,-3.1303701,nan,nan
cg01423643,1,160992358,0.008699649,0.999998927116394,-9.769962,0.008155041,0.3228923,11.105043,3.1295176,F11R,S_Shore
cg24908803,14,50234281,0.008703692,0.999998927116394,1.9062765,-0.05454933,-0.9970195,9.028523,3.1292675,KLHDC2,Island
cg08693067,19,9782907,0.008717143,0.999998927116394,6.2927766,-0.011321562,-0.15908654,-6.1785154,-3.128436,ZNF562,N_Shelf
cg06591932,1,224488308,0.0087232785,0.999998927116394,-1.6646351,0.040101334,0.8086193,-2.851466,-3.1280572,NVL,nan
cg02193925,7,128692716,0.008729927,0.999998927116394,8.121144,-0.08934921,-0.57670593,-3.5378447,-3.1276472,TNPO3,N_Shore
cg09859947,4,184098416,0.008732029,0.999998927116394,1.0368795,0.022814479,0.0032581307,-2.6022925,-3.1275175,WWC2,nan
cg06546571,10,34526765,0.008733774,0.999998927116394,4.155183,-0.028467992,-0.34176716,-2.9054124,-3.12741,PARD3,nan
cg02264696,8,61238553,0.00873653,0.999998927116394,9.654172,-0.1682317,-5.60991,11.332762,3.12724,nan,nan
cg03977651,2,99011323,0.0087456,0.999998927116394,0.35237494,0.015377335,-0.37599942,-2.4541552,-3.1266816,CNGA3,nan
cg26017781,17,63932296,0.008750834,0.999998927116394,5.6728063,-0.058747593,-1.4737815,-6.729394,-3.1263592,CEP112,nan
cg19784013,21,34017438,0.00877354,0.999998927116394,5.3071647,-0.009469908,-0.42262155,-4.9546022,-3.1249642,SYNJ1,nan
cg04148285,16,89976788,0.008789119,0.999998927116394,13.557473,-0.17163359,-3.27638,-19.522882,-3.1240091,TCF25,N_Shore
cg14955070,1,156135027,0.00881588,0.999998927116394,-1.6253442,0.06545089,1.4231355,-3.2111413,-3.1223724,SEMA4A,nan
cg13387211,7,138574528,0.008825883,0.999998927116394,7.886066,-0.05022463,-0.63276863,-5.103805,-3.1217618,KIAA1549,nan
cg20498634,10,44506655,0.008840007,0.999998927116394,3.305228,-0.005648968,-1.749876,-3.2346296,-3.120901,nan,nan
cg04927706,16,53117254,0.008841383,0.999998927116394,5.44393,-0.05307697,-2.128067,-5.0168967,-3.1208172,CHD9,nan
cg00616447,15,41694635,0.008857598,0.999998927116394,-2.7960162,0.07106949,1.2595316,-10.316999,-3.1198308,NDUFAF1,Island
cg24040563,7,81918747,0.00886558,0.999998927116394,2.8036256,-0.01607907,-0.33817643,-1.9336478,-3.119346,CACNA2D1,nan
cg01307861,13,29045699,0.008881403,0.999998927116394,5.8905497,-0.058175072,-0.8127093,-2.7327485,-3.118386,FLT1,nan
cg12777599,12,72290114,0.008881909,0.999998927116394,3.6510289,-0.017327845,0.39360797,-3.5776558,-3.1183553,TBC1D15,nan
cg04774914,12,50560863,0.008881958,0.999998927116394,-4.748129,0.12274541,2.59437,-8.331102,-3.1183524,LASS5,Island
cg05322217,17,36575655,0.008885086,0.999998927116394,4.533274,-0.042725954,-0.37946635,-11.875112,-3.1181629,nan,Island
cg18150576,13,44980514,0.008888497,0.999998927116394,-14.666318,0.077430405,1.234022,12.167931,3.1179562,TUSC8,nan
cg08112866,5,74635575,0.008898732,0.999998927116394,-1.2485813,0.046873573,1.6363764,-2.6506567,-3.1173368,HMGCR,S_Shore
cg10201874,2,220412606,0.008899829,0.999998927116394,-14.701465,0.004853776,0.33245412,16.17284,3.1172702,TMEM198,Island
cg02107069,5,52281282,0.008904093,0.999998927116394,1.8277591,-0.010166384,-0.32432324,-3.8606632,-3.1170125,nan,N_Shelf
cg26373068,13,51657809,0.008913002,0.999998927116394,1.9927145,-0.13129908,-3.3350885,9.79262,3.1164742,LINC00371,nan
cg05453626,9,5563053,0.008921491,0.999998927116394,0.18605925,0.016289081,0.68274325,-1.6513754,-3.1159616,PDCD1LG2,nan
cg19339335,X,80515727,0.00892306,0.999998927116394,-2.8075533,0.06773784,1.7200322,-3.100828,-3.115867,SH3BGRL,nan
cg27508506,6,36108416,0.0089378515,0.999998927116394,6.7874517,-0.041772354,-0.27746615,-4.481483,-3.1149752,MAPK13,nan
cg22026376,5,96034227,0.008940011,0.999998927116394,11.630731,-0.02586943,-1.7904456,-10.605662,-3.1148453,CAST,N_Shelf
cg19288176,5,57138658,0.008950434,0.999998927116394,6.829764,-0.066217355,-1.1782092,-2.8033154,-3.114218,nan,nan
cg03734252,2,20527084,0.008953206,0.999998927116394,-2.3520296,0.061144885,0.8489693,-1.9179924,-3.1140513,PUM2,nan
cg26661738,16,57050272,0.008969976,0.999998927116394,10.437891,-0.07474357,-0.76825595,-6.6334786,-3.113044,NLRC5,nan
cg12720090,3,178947156,0.008974951,0.999998927116394,4.128821,-0.016729124,0.121384986,-3.4606156,-3.1127455,PIK3CA,nan
cg05193236,14,50999128,0.00897771,0.999998927116394,4.3032413,-0.035624247,-0.28883007,-17.439905,-3.11258,MAP4K5;ATL1,Island
cg21221242,13,20600543,0.008985241,0.999998927116394,-12.16425,0.04324163,1.188357,11.143273,3.1121287,ZMYM2,nan
cg24890545,6,136934526,0.00899077,0.999998927116394,5.4108324,-0.054515086,-0.41074833,-2.2807715,-3.1117976,MAP3K5,nan
cg15567884,5,142332040,0.009014528,0.999998927116394,10.542783,-0.014806471,-0.1060808,-11.063275,-3.1103768,ARHGAP26,nan
cg07302272,2,161960904,0.0090279095,0.999998927116394,3.0327597,-0.02097018,-0.6590831,-2.2371333,-3.1095784,nan,nan
cg12102432,11,119378641,0.009028021,0.999998927116394,6.676932,0.046567712,0.5571725,-14.764379,-3.109572,nan,nan
cg19426050,7,120982933,0.009040858,0.999998927116394,1.8730708,-0.004395736,0.024552526,-1.9776902,-3.108807,nan,nan
cg03764313,8,101774939,0.009051145,0.999998927116394,-0.25343502,0.030770306,0.94989914,-3.2031207,-3.1081948,nan,nan
cg09917566,16,77284668,0.009065774,0.999998927116394,-11.75504,0.164419,1.2070343,4.3113604,3.1073256,nan,nan
cg20954533,5,71462729,0.00906709,0.999998927116394,4.2181067,-0.048390538,-0.46926403,-6.0376005,-3.1072474,MAP1B,nan
cg12759997,1,54518742,0.009080825,0.999998927116394,0.49002004,-0.031082345,-0.32711118,14.335196,3.1064327,C1orf83;TMEM59,Island
cg15792893,18,3455229,0.00908194,0.999998927116394,-3.3837988,0.0788395,0.37840366,-3.5432916,-3.1063664,TGIF1,S_Shelf
cg04252513,19,40949784,0.0090846615,0.999998927116394,0.2033267,0.015799895,0.652222,-4.6427975,-3.1062052,SERTAD3,S_Shore
cg14822875,2,186949199,0.009087115,0.999998927116394,-7.3954926,0.005704877,-4.401586,14.805559,3.1060598,LINC01473,nan
cg11618193,7,42951185,0.009102772,0.999998927116394,2.5450099,-0.045047756,-1.1599609,10.109318,3.1051333,C7orf25,N_Shore
cg18376999,22,51069317,0.009122903,0.999998927116394,12.585173,-0.02210518,-0.7515295,-13.00853,-3.103944,nan,S_Shelf
cg25135801,17,1619658,0.009153235,0.999998927116394,5.864091,-0.03593597,0.21660057,-20.079584,-3.1021576,C17orf91;WDR81,Island
cg25923060,10,116678192,0.009163854,0.999998927116394,-2.7413538,0.06211522,1.1709781,-1.9607024,-3.1015334,nan,nan
cg16703220,14,32364560,0.009169068,0.999998927116394,1.3159349,-0.007580984,2.6269226,-4.2618704,-3.101227,nan,nan
cg00204984,16,48614901,0.009170868,0.999998927116394,5.9633846,-0.04364637,-0.37611702,-3.721427,-3.1011214,N4BP1;MIR5095,nan
cg05873349,10,44070715,0.009193901,0.999998927116394,-5.589039,-0.017368486,0.73335487,8.057346,3.0997713,ZNF239,S_Shore
cg09432528,19,39138071,0.009212084,0.999998927116394,2.7976594,-0.004198826,-0.44240752,-14.660994,-3.098708,ACTN4,Island
cg07577856,7,63667079,0.009213995,0.999998927116394,-6.4125214,0.04197968,1.1084738,13.131243,3.0985963,ZNF735,nan
cg22044955,1,16270862,0.009214142,0.999998927116394,23.364967,-0.06678301,-1.7822526,-20.774944,-3.0985878,ZBTB17,Island
cg09168320,1,66031046,0.009227322,0.999998927116394,-2.1037402,-0.051941812,-0.8808133,7.40704,3.0978181,LEPR,nan
cg26782105,2,143630254,0.00924042,0.999998927116394,1.1152452,0.005808718,-0.01974183,-3.2020547,-3.0970547,nan,nan
cg25292098,20,31446183,0.009244261,0.999998927116394,4.016284,-0.039751638,0.10406477,-2.557698,-3.096831,EFCAB8,nan
cg03239328,5,76441964,0.009264151,0.999998927116394,9.455874,-0.017846445,-0.013912989,-9.378199,-3.0956743,ZBED3-AS1,nan
cg03061487,15,22939249,0.009274909,0.999998927116394,2.388397,-0.010623719,-0.869132,-1.7498884,-3.0950496,CYFIP1,nan
cg26647734,17,70980840,0.009297645,0.999998927116394,-0.37787324,0.03804362,-0.76080745,-2.9279811,-3.0937319,SLC39A11,nan
cg18854893,1,235632641,0.009305697,0.999998927116394,0.29500976,0.020451164,0.24497473,-1.6993,-3.093266,B3GALNT2,nan
cg09247657,14,100262149,0.009316213,0.999998927116394,3.887494,-0.008303053,-0.08771635,-3.5462449,-3.092658,EML1,S_Shelf
cg21548672,10,105859313,0.009320601,0.999998927116394,-0.47869873,0.028957492,-0.32909632,-1.9404837,-3.0924046,nan,nan
cg02902480,14,105767457,0.009324183,0.999998927116394,4.159294,-0.016717141,-0.15250234,-16.016634,-3.0921977,BRF1,Island
cg26983907,7,195987,0.009349319,0.999998927116394,-15.54,0.0369339,0.046452753,18.08677,3.0907488,FAM20C,Island
cg24410653,7,39742975,0.009354819,0.999998927116394,5.292242,-0.055793263,1.7627988,-4.8375053,-3.0904322,RALA,nan
cg26084667,3,15673302,0.0093600815,0.999998927116394,3.944713,-0.0042273975,-0.8940887,-3.4863427,-3.0901296,BTD,nan
cg26636443,8,67418846,0.009383598,0.999998927116394,0.6128908,0.01872034,0.58223283,-2.0328605,-3.088779,C8orf46,S_Shore
cg18008965,11,56112072,0.009394454,0.999998927116394,2.0102346,-0.064689696,0.17156036,12.857436,3.0881567,OR8K1,nan
cg06240106,1,167744608,0.009403155,0.999998927116394,2.1485927,0.012609614,-1.9979876,-3.586792,-3.0876584,MPZL1,nan
cg17048731,18,2988583,0.009411846,0.999998927116394,0.5100988,0.016588267,2.1368136,-3.3222675,-3.087161,LPIN2,nan
cg13172943,8,69841711,0.009412918,0.999998927116394,-9.450652,0.031003397,1.3975931,8.745939,3.0870998,nan,nan
cg22961082,1,94721141,0.009424979,0.999998927116394,2.9373777,-0.013877873,-1.6480228,-2.2041209,-3.0864108,nan,nan
cg02582427,8,121873731,0.009430891,0.999998927116394,-0.93325853,0.046633072,0.39580423,-17.069641,-3.0860732,nan,nan
cg26365680,3,14486658,0.009433384,0.999998927116394,-14.455735,0.036352687,1.2060484,16.358269,3.085931,SLC6A6,nan
cg17637288,18,9702232,0.009443383,0.999998927116394,1.0597636,0.018016728,-1.0896623,-2.5792694,-3.0853608,nan,nan
cg06958842,13,80099778,0.009450765,0.999998927116394,3.1896791,-0.0007428328,-2.2750103,-5.4245577,-3.0849402,NDFIP2,nan
cg22000605,6,14054074,0.0094664,0.999998927116394,1.2526833,0.0004311172,0.5241577,-2.4704769,-3.0840504,nan,nan
cg08583624,4,98287680,0.009466529,0.999998927116394,-0.36711633,-0.08952171,-2.1880248,9.973111,3.0840433,STPG2-AS1,nan
cg09546813,X,31501612,0.00947398,0.999998927116394,2.9297044,-0.028136944,0.51897085,-13.107003,-3.0836198,DMD,nan
cg05211664,3,42234618,0.009483233,0.999998927116394,2.4570692,-0.0068204696,-0.5895147,-1.809231,-3.0830944,TRAK1,nan
cg15565234,10,30338072,0.009493127,0.999998927116394,4.119187,-0.0019958992,-1.9399252,-3.840417,-3.0825331,KIAA1462,nan
cg05276829,2,54861832,0.009497617,0.999998927116394,5.784108,-0.06457132,-1.4884914,-1.9062797,-3.0822787,SPTBN1,nan
cg14880800,5,13945990,0.009499901,0.999998927116394,35.31659,-0.20642604,-5.2026987,-25.351244,-3.0821493,DNAH5,nan
cg07094228,2,235346629,0.0095192185,0.999998927116394,5.686957,-0.038820844,-1.8210227,-3.9594095,-3.0810559,nan,nan
cg09157890,12,1191949,0.009521131,0.999998927116394,-12.109311,0.05367282,1.1545173,10.521709,3.0809479,ERC1,nan
cg26732804,10,94449567,0.009523518,0.999998927116394,0.84939474,0.043248028,1.6460662,-27.938227,-3.080813,HHEX,Island
cg16793607,15,50559131,0.00953299,0.999998927116394,-5.273472,0.01773021,0.54373425,5.965717,3.080278,HDC,nan
cg00531176,8,28814510,0.009534791,0.999998927116394,3.894347,-0.037919607,-0.8119459,-2.3955412,-3.0801764,HMBOX1,nan
cg20091587,4,83764158,0.009537126,0.999998927116394,-8.874722,-0.009293089,-0.023260158,11.157368,3.0800445,SEC31A,nan
cg25707727,21,29999469,0.009553176,0.999998927116394,0.4074107,0.019632513,0.7417634,-2.085844,-3.0791395,nan,nan
cg27089000,12,105252949,0.009581481,0.999998927116394,1.3126444,0.014471716,0.7376302,-2.9073925,-3.0775473,SLC41A2,nan
cg00442390,6,56584334,0.009612402,0.999998927116394,2.8181586,-0.020412847,-1.2248384,-2.1047754,-3.0758133,RNU6-71P;DST,nan
cg13061103,6,45165621,0.009627984,0.999998927116394,2.7436018,0.010730483,0.4459446,-4.0660205,-3.0749416,MIR586;SUPT3H,nan
cg04259892,8,130281734,0.009638246,0.999998927116394,2.4148495,-0.015057965,-0.25004584,-1.7375991,-3.0743682,nan,nan
cg06684888,18,51759874,0.009639387,0.999998927116394,-0.16375121,0.02169916,0.13220926,-3.8036,-3.0743046,nan,nan
cg01573693,3,33729953,0.00965443,0.999998927116394,7.124692,-0.020998914,-0.11242351,-6.682043,-3.0734653,CLASP2,nan
cg08710477,12,23116391,0.009660518,0.999998927116394,-6.804841,0.062149763,1.1115254,4.319591,3.073126,nan,nan
cg10595181,3,107105984,0.009663968,0.999998927116394,4.1445684,-0.035780195,-0.7180517,-2.3812206,-3.072934,nan,nan
cg12742821,1,222833085,0.009684392,0.999998927116394,5.3429117,0.00657117,0.46621564,-6.923394,-3.0717978,MIA3,nan
cg24673801,5,126297454,0.009702353,0.999998927116394,2.1477482,-0.002582706,0.14510563,-2.5047743,-3.0708005,MARCH3,nan
